Arriba/abajo;zona;xGOT;Gol (0/1);Partido;Equipo tiro;Equipo portero;Portero;Altura;"Resultante
de cada tiro"
Abajo;Low left;0.78;1;Porto-Barsa (R2);Barsa;Porto;Diogo Costa;1.86;0.22
Arriba;High centre;0.07;0;Porto-Barsa (R2);Barsa;Porto;Diogo Costa;1.86;-0.07
Arriba;High centre;0.05;0;Porto-Barsa (R2);Barsa;Porto;Diogo Costa;1.86;-0.05
Abajo;Low centre;0.05;0;Porto-Barsa (R2);Barsa;Porto;Diogo Costa;1.86;-0.05
Abajo;Low left;0.94;0;Celtic-Lazio (R2);Celtic;Lazio;Ivan P;1.92;-0.94
Abajo;Low centre;0.48;1;Celtic-Lazio (R2);Celtic;Lazio;Ivan P;1.92;0.52
Abajo;Low right;0.27;0;Celtic-Lazio (R2);Celtic;Lazio;Ivan P;1.92;-0.27
Abajo;Low right;0.11;0;Celtic-Lazio (R2);Celtic;Lazio;Ivan P;1.92;-0.11
Abajo;Low left;0.93;1;Celtic-Lazio (R2);Lazio;Celtic;Joe H;1.96;0.07
Abajo;Low right;0.9;1;Celtic-Lazio (R2);Lazio;Celtic;Joe H;1.96;0.1
Abajo;Low left;0.12;0;Celtic-Lazio (R2);Lazio;Celtic;Joe H;1.96;-0.12
Abajo;Low left;0.96;1;Leipzeg-City (R2);Leipzeg;City;Ederson;1.88;0.04
Abajo;Low right;0.87;1;Leipzeg-City (R2);City;Leipzeg;Janis B;1.93;0.13
Arriba;High right;0.59;1;Leipzeg-City (R2);City;Leipzeg;Janis B;1.93;0.41
Arriba;High right;0.58;1;Leipzeg-City (R2);City;Leipzeg;Janis B;1.93;0.42
Abajo;Low left;0.31;0;Leipzeg-City (R2);City;Leipzeg;Janis B;1.93;-0.31
Abajo;Low centre;0.02;0;Leipzeg-City (R2);City;Leipzeg;Janis B;1.93;-0.02
Abajo;Low left;0.87;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.87
Abajo;Low centre;0.84;1;Red-YB (R2);Red;YB;Anthony R;1.86;0.16
Abajo;Low left;0.63;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.63
Arriba;High right;0.3;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.3
Arriba;High right;0.16;1;Red-YB (R2);Red;YB;Anthony R;1.86;0.84
Abajo;Low right;0.15;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.15
Abajo;Low right;0.08;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.08
Abajo;Low centre;0.05;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.05
Abajo;Low centre;0.03;0;Red-YB (R2);Red;YB;Anthony R;1.86;-0.03
Abajo;Low centre;0.91;1;Red-YB (R2);YB;Red;Omri;1.9;0.09
Abajo;Low centre;0.76;1;Red-YB (R2);YB;Red;Omri;1.9;0.24
Abajo;Low left;0.32;0;Red-YB (R2);YB;Red;Omri;1.9;-0.32
Abajo;Low right;0.28;0;Red-YB (R2);YB;Red;Omri;1.9;-0.28
Abajo;Low right;0.2;0;Red-YB (R2);YB;Red;Omri;1.9;-0.2
Abajo;Low centre;0.1;0;Red-YB (R2);YB;Red;Omri;1.9;-0.1
Abajo;Low left;0.99;1;Inter-Salzburg (R3);Inter;Salzburg;Alexander S;1.84;0.01
Abajo;Low right;0.9;1;Inter-Salzburg (R3);Inter;Salzburg;Alexander S;2.84;0.1
Arriba;High centre;0.04;0;Inter-Salzburg (R3);Inter;Salzburg;Alexander S;3.84;-0.04
Arriba;High right;0.55;1;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;0.45
Arriba;High centre;0.04;0;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;-0.04
Abajo;Low centre;0.03;0;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;-0.03
Arriba;High centre;0.03;0;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;-0.03
Arriba;High centre;0.02;0;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;-0.02
Arriba;High centre;0.02;0;Inter-Salzburg (R3);Salzburg;Inter;Yan S;1.83;-0.02
Arriba;High centre;0.88;1;Galatasaray-Bayer (3);Gala;Bayer;Sven;1.92;0.12
Abajo;Low left;0.61;0;Galatasaray-Bayer (3);Gala;Bayer;Sven;1.92;-0.61
Abajo;Low left;0.42;0;Galatasaray-Bayer (3);Gala;Bayer;Sven;1.92;-0.42
Abajo;Low left;0.2;0;Galatasaray-Bayer (3);Gala;Bayer;Sven;1.92;-0.2
Abajo;Low left;0.89;1;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;0.11
Abajo;Low centre;0.86;1;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;0.14
Abajo;Low left;0.44;0;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;-0.44
Abajo;Low right;0.4;0;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;-0.4
Abajo;Low centre;0.09;1;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;0.91
Abajo;Low centre;0.06;0;Galatasaray-Bayer (3);Bayer;Gala;Fernando M;1.91;-0.06
Abajo;Low left;0.49;1;United-Copenhagen (R3);United;Copenhage;Kamil G;1.95;0.51
Abajo;Low centre;0.36;0;United-Copenhagen (R3);United;Copenhage;Kamil G;1.95;-0.36
Abajo;Low left;0.33;0;United-Copenhagen (R3);United;Copenhage;Kamil G;1.95;-0.33
Abajo;Low left;0.24;0;United-Copenhagen (R3);United;Copenhage;Kamil G;1.95;-0.24
Abajo;Low centre;0.06;0;United-Copenhagen (R3);United;Copenhage;Kamil G;1.95;-0.06
Abajo;Low right;0.97;0;United-Copenhagen (R3);Copenhage;United;Andre O;1.85;-0.97
Abajo;Low left;0.25;0;United-Copenhagen (R3);Copenhage;United;Andre O;1.85;-0.25
Arriba;High right;0.24;0;United-Copenhagen (R3);Copenhage;United;Andre O;1.85;-0.24
Abajo;Low left;0.23;0;United-Copenhagen (R3);Copenhage;United;Andre O;1.85;-0.23
Abajo;Low left;0.38;0;Benfica-RS (R3);Benfica;RS;Alex Remiro;1.92;-0.38
Abajo;Low centre;0.05;0;Benfica-RS (R3);Benfica;RS;Alex Remiro;1.92;-0.05
Abajo;Low centre;0.03;0;Benfica-RS (R3);Benfica;RS;Alex Remiro;1.92;-0.03
Abajo;Low left;0.93;1;Benfica-RS (R3);RS;Benfica;Anatolii T;2;0.07
Abajo;Low left;0.19;0;Benfica-RS (R3);RS;Benfica;Anatolii T;2;-0.19
Arriba;High right;0.71;1;Braga-RM (R3);Braga;RM;Kepa;1.89;0.29
Abajo;Low right;0.26;0;Braga-RM (R3);Braga;RM;Kepa;1.89;-0.26
Abajo;Low centre;0.03;0;Braga-RM (R3);Braga;RM;Kepa;1.89;-0.03
Arriba;High left;0.87;1;Braga-RM (R3);RM;Braga;Matheus;1.87;0.13
Abajo;Low right;0.45;1;Braga-RM (R3);RM;Braga;Matheus;1.87;0.55
Arriba;High right;0.31;0;Braga-RM (R3);RM;Braga;Matheus;1.87;-0.31
Abajo;Low right;0.31;0;Braga-RM (R3);RM;Braga;Matheus;1.87;-0.31
Arriba;High centre;0.12;0;Braga-RM (R3);RM;Braga;Matheus;1.87;-0.12
Arriba;High centre;0.07;0;Braga-RM (R3);RM;Braga;Matheus;1.87;-0.07
Abajo;Low right;0.68;1;Sevilla-Arsenal (R3);Sevilla;Arsenal;David raya;1.86;0.32
Abajo;Low right;0.33;0;Sevilla-Arsenal (R3);Sevilla;Arsenal;David raya;1.86;-0.33
Abajo;Low right;0.98;1;Sevilla-Arsenal (R3);Arsenal;Sevilla;Orjan;1.92;0.02
Arriba;High right;0.44;1;Sevilla-Arsenal (R3);Arsenal;Sevilla;Orjan;1.92;0.56
Abajo;Low centre;0.23;0;Sevilla-Arsenal (R3);Arsenal;Sevilla;Orjan;1.92;-0.23
Arriba;High centre;0.12;0;Sevilla-Arsenal (R3);Arsenal;Sevilla;Orjan;1.92;-0.12
Abajo;Low left;0.33;0;Lens-PSV (R3);Lens;PSV;Walter B;1.91;-0.33
Abajo;Low right;0.19;1;Lens-PSV (R3);Lens;PSV;Walter B;1.91;0.81
Abajo;Low left;0.45;1;Lens-PSV (R3);PSV;Lens;Brice S;1.86;0.55
Abajo;Low centre;0.04;0;Lens-PSV (R3);PSV;Lens;Brice S;1.87;-0.04
Abajo;Low right;0.2;0;Union-Napoli (R3(;Union;Napoli;Alex M;1.85;-0.2
Abajo;Low right;0.14;0;Union-Napoli (R3(;Union;Napoli;Alex M;1.85;-0.14
Abajo;Low left;0.31;1;Union-Napoli (R3(;Napoli;Union;Fredeik R;1.88;0.69
Abajo;Low centre;0.7;0;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;-0.7
Abajo;Low left;0.55;1;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;0.45
Arriba;High right;0.31;1;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;0.69
Abajo;Low right;0.11;0;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;-0.11
Abajo;Low centre;0.09;0;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;-0.09
Abajo;Low centre;0.08;0;Barsa-Shakhar (R3);Barsa;Shakhart;Dmytro R;1.86;-0.08
Abajo;Low left;0.69;1;Barsa-Shakhar (R3);Shakhart;Barsa;Dmytro R;1.89;0.31
Abajo;Low right;0.99;1;Feyernoord-Lazio (R3);Feyemoord;Lazio;Ivan P;1.92;0.01
Abajo;Low centre;0.53;0;Feyernoord-Lazio (R3);Feyemoord;Lazio;Ivan P;1.92;-0.53
Arriba;High left;0.44;1;Feyernoord-Lazio (R3);Feyemoord;Lazio;Ivan P;1.92;0.56
Abajo;Low left;0.32;1;Feyernoord-Lazio (R3);Feyemoord;Lazio;Ivan P;1.92;0.68
Abajo;Low left;0.11;0;Feyernoord-Lazio (R3);Feyemoord;Lazio;Ivan P;1.92;-0.11
Abajo;Low left;0.99;1;Feyernoord-Lazio (R3);Lazio;Feyemoord;Justin B;1.88;0.01
Abajo;Low right;0.69;0;Feyernoord-Lazio (R3);Lazio;Feyemoord;Justin B;1.88;-0.69
Abajo;Low centre;0.04;0;Feyernoord-Lazio (R3);Lazio;Feyemoord;Justin B;1.88;-0.04
Abajo;Low centre;0.02;0;Feyernoord-Lazio (R3);Lazio;Feyemoord;Justin B;1.88;-0.02
Abajo;Low left;0.98;1;Celtic-AtM (R3);Celtic;AtM;Oblack;1.86;0.02
Abajo;Low left;0.2;1;Celtic-AtM (R3);Celtic;AtM;Oblack;1.86;0.8
Arriba;High right;0.16;0;Celtic-AtM (R3);Celtic;AtM;Oblack;1.86;-0.16
Abajo;Low right;1;0;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;-1
Abajo;Low left;0.94;1;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;0.06
Arriba;High right;0.85;1;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;0.15
Arriba;High right;0.21;0;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;-0.21
Abajo;Low centre;0.09;0;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;-0.09
Arriba;High right;0.09;0;Celtic-AtM (R3);AtM;Celtic;Joe H;1.96;-0.09
Abajo;Low centre;0.51;0;Newcastle-Dormoon (R3);Newcastle;Dormund;Gregor K;1.94;-0.51
Abajo;Low centre;0.45;0;Newcastle-Dormoon (R3);Newcastle;Dormund;Gregor K;1.94;-0.45
Abajo;Low centre;0.02;0;Newcastle-Dormoon (R3);Newcastle;Dormund;Gregor K;1.94;-0.02
Abajo;Low centre;0.76;0;Newcastle-Dormoon (R3);Dormund;Newcastle;Nick P;1.9;-0.76
Abajo;Low right;0.37;1;Newcastle-Dormoon (R3);Dormund;Newcastle;Nick P;1.9;0.63
Abajo;Low left;0.34;0;Newcastle-Dormoon (R3);Dormund;Newcastle;Nick P;1.9;-0.34
Abajo;Low left;0.14;0;Newcastle-Dormoon (R3);Dormund;Newcastle;Nick P;1.9;-0.14
Abajo;Low centre;0.08;0;Newcastle-Dormoon (R3);Dormund;Newcastle;Nick P;1.9;-0.08
Abajo;Low right;0.24;1;Antwerp-Porto (R3);Ant;Porto;Diogo Costa;1.86;0.76
Arriba;High centre;0.05;0;Antwerp-Porto (R3);Ant;Porto;Diogo Costa;1.86;-0.05
Arriba;High left;0.55;0;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;-0.55
Abajo;Low right;0.4;1;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;0.6
Abajo;Low left;0.33;1;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;0.67
Abajo;Low left;0.3;1;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;0.7
Abajo;Low right;0.23;1;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;0.77
Abajo;Low centre;0.21;0;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;-0.21
Abajo;Low centre;0.14;0;Antwerp-Porto (R3);Porto;Ant;Jean B;1.88;-0.14
Arriba;High left;0.94;1;YB-City (R3);YB;City;Ederson;1.88;0.06
Arriba;High right;0.22;0;YB-City (R3);YB;City;Ederson;1.88;-0.22
Abajo;Low right;0.18;0;YB-City (R3);YB;City;Ederson;1.88;-0.18
Abajo;Low right;0.14;0;YB-City (R3);YB;City;Ederson;1.88;-0.14
Abajo;Low centre;0.94;1;YB-City (R3);City;YB;Anthony R;1.86;0.06
Abajo;Low centre;0.8;1;YB-City (R3);City;YB;Anthony R;1.86;0.2
Arriba;High centre;0.57;0;YB-City (R3);City;YB;Anthony R;1.86;-0.57
Arriba;High right;0.57;0;YB-City (R3);City;YB;Anthony R;1.86;-0.57
Abajo;Low centre;0.52;0;YB-City (R3);City;YB;Anthony R;1.86;-0.52
Abajo;Low centre;0.4;0;YB-City (R3);City;YB;Anthony R;1.86;-0.4
Arriba;High right;0.34;0;YB-City (R3);City;YB;Anthony R;1.86;-0.34
Arriba;High right;0.32;1;YB-City (R3);City;YB;Anthony R;1.86;0.68
Arriba;High left;0.2;0;YB-City (R3);City;YB;Anthony R;1.86;-0.2
Abajo;Low right;0.13;0;YB-City (R3);City;YB;Anthony R;1.86;-0.13
Abajo;Low left;0.1;0;YB-City (R3);City;YB;Anthony R;1.86;-0.1
Abajo;Low centre;0.04;0;YB-City (R3);City;YB;Anthony R;1.86;-0.04
Arriba;High centre;0.03;0;YB-City (R3);City;YB;Anthony R;1.86;-0.03
Abajo;Low right;0.72;0;PSG-Milan (R3);PSG;Milan;Mike M;1.87;-0.72
Abajo;Low centre;0.68;1;PSG-Milan (R3);PSG;Milan;Mike M;1.87;0.32
Abajo;Low right;0.55;1;PSG-Milan (R3);PSG;Milan;Mike M;1.87;0.45
Abajo;Low left;0.18;1;PSG-Milan (R3);PSG;Milan;Mike M;1.87;0.82
Abajo;Low left;0.1;0;PSG-Milan (R3);PSG;Milan;Mike M;1.87;-0.1
Abajo;Low centre;0.08;0;PSG-Milan (R3);PSG;Milan;Mike M;1.87;-0.08
Abajo;Low centre;0.04;0;PSG-Milan (R3);PSG;Milan;Mike M;1.87;-0.04
Arriba;High right;0.54;0;PSG-Milan (R3);Milan;PSG;Gianluigi D;1.96;-0.54
Abajo;Low left;0.33;0;PSG-Milan (R3);Milan;PSG;Gianluigi D;1.96;-0.33
Abajo;Low right;0.14;0;PSG-Milan (R3);Milan;PSG;Gianluigi D;1.96;-0.14
Abajo;Low centre;0.07;0;PSG-Milan (R3);Milan;PSG;Gianluigi D;1.96;-0.07
Abajo;Low right;0.97;1;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;0.03
Abajo;Low left;0.55;1;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;0.45
Arriba;High right;0.49;1;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;0.51
Abajo;Low left;0.43;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.43
Abajo;Low right;0.33;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.33
Abajo;Low right;0.3;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.3
Arriba;High right;0.3;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.3
Abajo;Low right;0.22;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.22
Abajo;Low right;0.2;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.2
Abajo;Low left;0.14;0;Leipzeg-Red (R3);Leipzeg;Red;Omri;1.9;-0.14
Abajo;Low right;0.91;1;Leipzeg-Red (R3);Red;Leipzeg;Janis B;1.93;0.09
Abajo;Low left;0.54;0;Leipzeg-Red (R3);Red;Leipzeg;Janis B;1.93;-0.54
Abajo;Low centre;0.17;0;Leipzeg-Red (R3);Red;Leipzeg;Janis B;1.93;-0.17
Arriba;High centre;0.03;0;Leipzeg-Red (R3);Red;Leipzeg;Janis B;1.93;-0.03
Arriba;High centre;0.88;1;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;0.12
Abajo;Low right;0.67;1;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;0.33
Abajo;Low left;0.32;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.32
Abajo;Low right;0.29;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.29
Abajo;Low centre;0.06;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.06
Abajo;Low centre;0.05;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.05
Abajo;Low centre;0.03;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.03
Abajo;Low centre;0.01;0;Dormund-Newcastle (R4);Dormund;Newcastle;Nick P;1.9;-0.01
Arriba;High left;0.28;0;Dormund-Newcastle (R4);Newcastle;Dormund;Gregor K;1.94;-0.28
Arriba;High left;0.14;0;Dormund-Newcastle (R4);Newcastle;Dormund;Gregor K;1.94;-0.14
Abajo;Low left;0.12;0;Dormund-Newcastle (R4);Newcastle;Dormund;Gregor K;1.94;-0.12
Abajo;Low centre;0.03;0;Dormund-Newcastle (R4);Newcastle;Dormund;Gregor K;1.94;-0.03
Abajo;Low centre;0.02;0;Dormund-Newcastle (R4);Newcastle;Dormund;Gregor K;1.94;-0.02
Abajo;Low left;0.6;0;Shakhtar-Barsa (R4);Shakhart;Barsa;Ter Stegen;1.89;-0.6
Arriba;High right;0.52;1;Shakhtar-Barsa (R4);Shakhart;Barsa;Ter Stegen;1.89;0.48
Abajo;Low centre;0.28;0;Shakhtar-Barsa (R4);Shakhart;Barsa;Ter Stegen;1.89;-0.28
Abajo;Low centre;0.13;0;Shakhtar-Barsa (R4);Shakhart;Barsa;Ter Stegen;1.89;-0.13
Arriba;High centre;0.23;0;Shakhtar-Barsa (R4);Barsa;Shakhart;Dmytro R;1.86;-0.23
Abajo;Low left;0.99;1;City-YB (R4);City;YB;Anthony R;1.86;0.01
Abajo;Low left;0.91;1;City-YB (R4);City;YB;Anthony R;1.86;0.09
Abajo;Low centre;0.61;0;City-YB (R4);City;YB;Anthony R;1.86;-0.61
Abajo;Low right;0.4;1;City-YB (R4);City;YB;Anthony R;1.86;0.6
Abajo;Low centre;0.31;0;City-YB (R4);City;YB;Anthony R;1.86;-0.31
Abajo;Low right;0.17;0;City-YB (R4);City;YB;Anthony R;1.86;-0.17
Abajo;Low centre;0.05;0;City-YB (R4);City;YB;Anthony R;1.86;-0.05
Arriba;High centre;0.02;0;City-YB (R4);City;YB;Anthony R;1.86;-0.02
Abajo;Low centre;0.02;0;City-YB (R4);City;YB;Anthony R;1.86;-0.02
Abajo;Low centre;0.79;1;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;0.21
Abajo;Low left;0.53;1;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;0.47
Abajo;Low left;0.28;0;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;-0.28
Abajo;Low centre;0.19;0;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;-0.19
Abajo;Low centre;0.12;0;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;-0.12
Abajo;Low centre;0.02;0;Porto-Antwerp (R4);Porto;Ant;Senne L;1.93;-0.02
Abajo;Low centre;0.04;0;Porto-Antwerp (R4);Ant;Porto;Diogo Costa;1.86;-0.04
Abajo;Low centre;0.91;0;Red-Leipzig (R4);Red;Leipzeg;Janis B;1.93;-0.91
Abajo;Low left;0.1;0;Red-Leipzig (R4);Red;Leipzeg;Janis B;1.93;-0.1
Abajo;Low centre;0.04;0;Red-Leipzig (R4);Red;Leipzeg;Janis B;1.93;-0.04
Abajo;Low left;0.84;0;Red-Leipzig (R4);Leipzeg;Red;Omri;1.9;-0.84
Abajo;Low right;0.4;1;Red-Leipzig (R4);Leipzeg;Red;Omri;1.9;0.6
Abajo;Low left;0.31;1;Red-Leipzig (R4);Leipzeg;Red;Omri;1.9;0.69
Abajo;Low left;0.12;0;Red-Leipzig (R4);Leipzeg;Red;Omri;1.9;-0.12
Abajo;Low right;0.66;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.66
Abajo;Low centre;0.51;1;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;0.49
Abajo;Low left;0.36;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.36
Arriba;High right;0.25;1;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;0.75
Abajo;Low right;0.22;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.22
Abajo;Low left;0.08;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.08
Abajo;Low centre;0.05;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.05
Abajo;Low centre;0.02;0;Milan-PSG (R4);Mlan;PSG;Gianluigi D;1.96;-0.02
Abajo;Low left;0.8;1;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;0.2
Abajo;Low right;0.37;0;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;-0.37
Abajo;Low right;0.27;0;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;-0.27
Abajo;Low left;0.15;0;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;-0.15
Abajo;Low centre;0.03;0;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;-0.03
Abajo;High centre;0.03;0;Milan-PSG (R4);PSG;Mlan;Mike M;1.87;-0.03
Abajo;High centre;0.94;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.06
Abajo;Low centre;0.9;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.1
Abajo;Low right;0.55;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.45
Abajo;Low right;0.49;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.49
Arriba;High left;0.43;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.57
Abajo;Low right;0.42;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.58
Abajo;Low left;0.38;1;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;0.62
Abajo;Low right;0.1;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.1
Arriba;High centre;0.06;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.06
Abajo;Low centre;0.06;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.06
Abajo;Low centre;0.05;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.05
Arriba;High centre;0.04;0;AtM-Celtic (R4);AtM;Celtic;Joe H;1.96;-0.04
Abajo;Low centre;0.01;0;AtM-Celtic (R4);Celtic;AtM;Oblack;1.86;-0.01
Abajo;Low left;0.98;1;Lazio-Feyernond (R4);Lazio;Feyemoord;Justin B;1.88;0.02
Abajo;Low right;0.81;0;Lazio-Feyernond (R4);Feyemoord;Lazio;Ivan P;1.92;-0.81
Abajo;Low centre;0.07;0;Lazio-Feyernond (R4);Feyemoord;Lazio;Ivan P;1.92;-0.07
Abajo;Low centre;0.07;0;Lazio-Feyernond (R4);Feyemoord;Lazio;Ivan P;1.92;-0.07
Arriba;High centre;0.8;1;RS-Benfica (R4);RS;Benfica;Anatolii T;2;0.2
Abajo;Low centre;0.79;1;RS-Benfica (R4);RS;Benfica;Anatolii T;2;0.21
Abajo;Low left;0.77;0;RS-Benfica (R4);RS;Benfica;Anatolii T;2;-0.77
Arriba;High right;0.58;1;RS-Benfica (R4);RS;Benfica;Anatolii T;2;0.42
Arriba;High left;0.3;0;RS-Benfica (R4);RS;Benfica;Anatolii T;2;-0.3
Abajo;Low right;0.17;0;RS-Benfica (R4);RS;Benfica;Anatolii T;2;-0.17
Abajo;Low left;0.67;1;RS-Benfica (R4);Benfica;RS;Alex Remio;1.92;0.33
Abajo;Low right;0.44;0;RS-Benfica (R4);Benfica;RS;Alex Remio;1.92;-0.44
Arriba;High centre;0.11;0;RS-Benfica (R4);Benfica;RS;Alex Remio;1.92;-0.11
Arriba;High centre;0.05;0;RS-Benfica (R4);Benfica;RS;Alex Remio;1.92;-0.05
Abajo;Low right;0.59;0;Napoli-Union (R4);Napoli;Union;Fredeik R;1.88;-0.59
Arriba;High left;0.16;1;Napoli-Union (R4);Napoli;Union;Fredeik R;1.88;0.84
Abajo;Low left;0.08;0;Napoli-Union (R4);Napoli;Union;Fredeik R;1.88;-0.08
Abajo;Low centre;0.03;0;Napoli-Union (R4);Napoli;Union;Fredeik R;1.88;-0.03
Abajo;Low centre;0.03;0;Napoli-Union (R4);Napoli;Union;Fredeik R;1.88;-0.03
Abajo;Low centre;0.57;1;Napoli-Union (R4);Union;Napoli;Alex M;1.85;0.43
Abajo;Low right;0.36;0;Napoli-Union (R4);Union;Napoli;Alex M;1.85;-0.36
Arriba;High right;0.24;0;Napoli-Union (R4);Union;Napoli;Alex M;1.85;-0.24
Abajo;Low right;0.15;0;Napoli-Union (R4);Union;Napoli;Alex M;1.85;-0.15
Abajo;Low right;0.1;0;Napoli-Union (R4);Union;Napoli;Alex M;1.85;-0.1
Abajo;Low centre;0.02;0;Napoli-Union (R4);Union;Napoli;Alex M;1.85;-0.02
Abajo;Low left;0.83;1;Arsenal-Sevilla (R4);Arsenal;Sevilla;Marko D;1.94;0.17
Abajo;Low centre;0.56;1;Arsenal-Sevilla (R4);Arsenal;Sevilla;Marko D;1.94;0.44
Arriba;High centre;0.06;0;Arsenal-Sevilla (R4);Arsenal;Sevilla;Marko D;1.94;-0.06
Abajo;Low centre;0.06;0;Arsenal-Sevilla (R4);Sevilla;Arsenal;David raya;1.86;-0.06
Abajo;Low right;0.35;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.35
Abajo;Low centre;0.27;1;PSV-Lens (R4);PSV;Lens;Brice S;1.86;0.73
Arriba;High right;0.09;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.09
Abajo;Low centre;0.05;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.05
Abajo;Low centre;0.02;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.02
Abajo;Low centre;0.02;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.02
Abajo;Low centre;0.02;0;PSV-Lens (R4);PSV;Lens;Brice S;1.86;-0.02
Arriba;High left;0.17;0;PSV-Lens (R4);Lens;PSV;Walter B;1.91;-0.17
Arriba;High centre;0.08;0;PSV-Lens (R4);Lens;PSV;Walter B;1.91;-0.08
Abajo;Low centre;0.05;0;PSV-Lens (R4);Lens;PSV;Walter B;1.91;-0.05
