Arriba/abajo;zona;xGOT;Gol (0/1);Partido;Equipo tiro;Equipo portero;Portero;Altura;"Resultante
de cada tiro"
Abajo;Low right;0.63;1;Newcastle-Milan (R6);Milan;Newcastle;Martin D;1.9;0.37
Abajo;Low left;0.97;1;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;0.03
Abajo;Low left;0.43;0;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;-0.43
Abajo;Low left;0.4;1;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;0.6
Arriba;High left;0.13;1;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;0.87
Abajo;Low left;0.12;1;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;0.88
Abajo;Low right;0.11;0;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;-0.11
Arriba;High centre;0.08;0;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;-0.08
Abajo;Low centre;0.07;1;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;0.93
Abajo;Low centre;0.03;0;Porto-Shakhtar (R6);Porto;Shakhart;Dmytro R;1.86;-0.03
Abajo;Low centre;0.96;1;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;0.04
Abajo;Low right;0.26;0;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;-0.26
Abajo;Low left;0.24;1;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;0.76
Arriba;High centre;0.12;0;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;-0.12
Abajo;Low centre;0.07;0;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;-0.07
Abajo;Low centre;0.03;0;Porto-Shakhtar (R6);Shakhart;Porto;Diogo Costa;1.86;-0.03
Abajo;Low right;0.94;1;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;0.06
Abajo;Low centre;0.93;1;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;0.07
Abajo;Low left;0.44;0;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;-0.44
Abajo;Low left;0.14;0;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;-0.14
Abajo;Low left;0.1;0;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;-0.1
Abajo;Low centre;0.05;0;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;-0.05
Abajo;Low centre;0.04;0;Celtic-Feyernoord (R6);Celtic;Feyenoord;Justin B;1.88;-0.04
Abajo;Low left;0.5;1;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;0.5
Abajo;Low centre;0.21;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.21
Arriba;High right;0.12;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.12
Abajo;Low left;0.1;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.1
Abajo;Low centre;0.04;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.04
Abajo;Low centre;0.03;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.03
Abajo;Low centre;0.03;0;Celtic-Feyernoord (R6);Feyenoord;Celtic;Joe H;1.96;-0.03
Abajo;Low right;0.83;1;Antwerp-Barsa (R6);Ant;Barsa;Iñaki P;1.84;0.17
Abajo;Low left;0.62;1;Antwerp-Barsa (R6);Ant;Barsa;Iñaki P;1.84;0.38
Abajo;Low right;0.53;1;Antwerp-Barsa (R6);Ant;Barsa;Iñaki P;1.84;0.47
Abajo;Low right;0.2;0;Antwerp-Barsa (R6);Ant;Barsa;Iñaki P;1.84;-0.2
Abajo;Low right;0.07;0;Antwerp-Barsa (R6);Ant;Barsa;Iñaki P;1.84;-0.07
Arriba;High left;0.96;1;Antwerp-Barsa (R6);Barsa;Ant;Jean B;1.88;0.04
Abajo;Low left;0.77;1;Antwerp-Barsa (R6);Barsa;Ant;Jean B;1.88;0.23
Abajo;Low left;0.44;0;Antwerp-Barsa (R6);Barsa;Ant;Jean B;1.88;-0.44
Abajo;Low right;0.94;1;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;0.06
Abajo;Low right;0.13;0;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;-0.13
Abajo;Low left;0.11;0;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;-0.11
Abajo;Low right;0.11;0;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;-0.11
Abajo;Low centre;0.05;0;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;-0.05
Arriba;High centre;0.03;0;Dortmund-PSG (R6);Dortmund;PSG;Gianluigi D;1.96;-0.03
Abajo;Low centre;0.82;0;Dortmund-PSG (R6);PSG;Dortmund;Gregor K;1.94;-0.82
Abajo;Low left;0.16;1;Dortmund-PSG (R6);PSG;Dortmund;Gregor K;1.94;0.84
Abajo;Low left;0.13;0;Dortmund-PSG (R6);PSG;Dortmund;Gregor K;1.94;-0.13
Abajo;Low left;0.1;0;Dortmund-PSG (R6);PSG;Dortmund;Gregor K;1.94;-0.1
Abajo;Low centre;0.03;0;Dortmund-PSG (R6);PSG;Dortmund;Gregor K;1.94;-0.03
Arriba;High right;0.48;1;AtM-Lazio (R6);AtM;Lazio;Ivan P;1.92;0.52
Abajo;Low right;0.44;1;AtM-Lazio (R6);AtM;Lazio;Ivan P;1.92;0.56
Abajo;Low centre;0.07;0;AtM-Lazio (R6);AtM;Lazio;Ivan P;1.92;-0.07
Arriba;High centre;0.06;0;AtM-Lazio (R6);AtM;Lazio;Ivan P;1.92;-0.06
Abajo;Low right;0.07;0;AtM-Lazio (R6);Lazio;AtM;Oblack;1.86;-0.07
Abajo;Low left;0.06;0;AtM-Lazio (R6);Lazio;AtM;Oblack;1.86;-0.06
Abajo;Low centre;0.03;0;AtM-Lazio (R6);Lazio;AtM;Oblack;1.86;-0.03
Abajo;Low centre;0.03;0;AtM-Lazio (R6);Lazio;AtM;Oblack;1.86;-0.03
